[2025-02-18 22:04:41,406] multiqc                                            [DEBUG  ]  This is MultiQC v1.21
[2025-02-18 22:05:11,700] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_ngi | MM1S-B2403418438_MM1-S-5mil-DE090-3A1A-2'
[2025-02-18 22:05:11,700] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_ngi | MM1S-B2403418438_MM1-S-5mil-DE090-3A1A-2
[2025-02-18 22:05:11,700] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_ngi | MM1S-B2403418438_MM1-S-5mil-DE090-3A1A-2
[2025-02-18 22:05:11,701] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_ngi | MM1S-B2403418439_MM1-S-5mil-DE090-3A1A-3'
[2025-02-18 22:05:11,701] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_ngi | MM1S-B2403418439_MM1-S-5mil-DE090-3A1A-3
[2025-02-18 22:05:11,701] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_ngi | MM1S-B2403418439_MM1-S-5mil-DE090-3A1A-3
[2025-02-18 22:05:11,701] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_ngi | MM1S-B2403418437_MM1-S-5mil-DE090-3A1A-1'
[2025-02-18 22:05:11,701] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_ngi | MM1S-B2403418437_MM1-S-5mil-DE090-3A1A-1
[2025-02-18 22:05:11,701] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_ngi | MM1S-B2403418437_MM1-S-5mil-DE090-3A1A-1
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-1'
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-1
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-1
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-1'
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-1
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-1
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-3'
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-3
[2025-02-18 22:05:11,702] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-3
[2025-02-18 22:05:11,703] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-2'
[2025-02-18 22:05:11,703] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-2
[2025-02-18 22:05:11,703] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0478-OBPA_KMS-812-5mil-DE090-2A1A-2
[2025-02-18 22:05:11,703] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-2'
[2025-02-18 22:05:11,703] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-2
[2025-02-18 22:05:11,703] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-2
[2025-02-18 22:05:11,704] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-3'
[2025-02-18 22:05:11,704] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-3
[2025-02-18 22:05:11,704] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | KMS12BM-20231208_PLT-04_EBSL-0477-OBPA_KMS-812-5mil-DE090-2A1A-3
[2025-02-18 22:05:11,704] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-3'
[2025-02-18 22:05:11,704] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-3
[2025-02-18 22:05:11,704] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-3
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-3'
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-3
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-3
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-2'
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-2
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-2
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-1'
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-1
[2025-02-18 22:05:11,705] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-1
[2025-02-18 22:05:11,706] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-2'
[2025-02-18 22:05:11,706] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-2
[2025-02-18 22:05:11,706] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | OPM2-20231208_PLT-04_EBSL-0478-OBPA_5mil-OPM2-DE090-1A1A-2
[2025-02-18 22:05:11,706] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-1'
[2025-02-18 22:05:11,706] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-1
[2025-02-18 22:05:11,706] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | OPM2-20231208_PLT-04_EBSL-0477-OBPA_5mil-OPM2-DE090-1A1A-1
[2025-02-18 22:05:11,707] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-2'
[2025-02-18 22:05:11,707] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-2
[2025-02-18 22:05:11,707] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-2
[2025-02-18 22:05:11,707] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-3'
[2025-02-18 22:05:11,707] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-3
[2025-02-18 22:05:11,707] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-3
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-1'
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-1
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-1
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-3'
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-3
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-3
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-1'
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-1
[2025-02-18 22:05:11,708] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | REH-20231208_PLT-04_EBSL-0478-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-1
[2025-02-18 22:05:11,709] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-2'
[2025-02-18 22:05:11,709] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-2
[2025-02-18 22:05:11,709] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | REH-20231208_PLT-04_EBSL-0477-OBPA_REH-wb-8-0-milj-1211190-P7-DE056-4A1A-2
[2025-02-18 22:05:11,709] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-3'
[2025-02-18 22:05:11,709] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-3
[2025-02-18 22:05:11,709] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-3
[2025-02-18 22:05:11,710] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-2'
[2025-02-18 22:05:11,710] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-2
[2025-02-18 22:05:11,710] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-2
[2025-02-18 22:05:11,710] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-2'
[2025-02-18 22:05:11,710] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-2
[2025-02-18 22:05:11,710] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-2
[2025-02-18 22:05:11,711] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-3'
[2025-02-18 22:05:11,711] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-3
[2025-02-18 22:05:11,711] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-3
[2025-02-18 22:05:11,711] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-1'
[2025-02-18 22:05:11,711] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-1
[2025-02-18 22:05:11,711] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | MM1S-20231208_PLT-04_EBSL-0477-OBPA_MM1-S-5mil-DE090-3A1A-1
[2025-02-18 22:05:11,711] multiqc.modules.fastp.fastp                        [DEBUG  ]  fastp JSON did not have a 'adapter_cutting' key, skipping: 'aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-1'
[2025-02-18 22:05:11,711] multiqc.modules.fastp.fastp                        [DEBUG  ]  Could not calculate 'pct_adapter' (KeyError): aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-1
[2025-02-18 22:05:11,712] multiqc.modules.fastp.fastp                        [DEBUG  ]  No duplication rate plot data: aviti_hq | MM1S-20231208_PLT-04_EBSL-0478-OBPA_MM1-S-5mil-DE090-3A1A-1
[2025-02-18 22:05:11,880] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file multiqc_fastp.txt
[2025-02-18 22:05:12,191] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file multiqc_picard_dups.txt
[2025-02-18 22:05:12,197] multiqc.modules.picard.picard                      [INFO   ]  Found 12 MarkDuplicates reports
[2025-02-18 22:05:12,197] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file picard_histogram.txt
[2025-02-18 22:05:12,197] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file picard_histogram_1.txt
[2025-02-18 22:05:12,197] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file picard_histogram_2.txt
[2025-02-18 22:05:12,213] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file multiqc_samtools_stats.txt
[2025-02-18 22:05:12,248] multiqc.modules.samtools.samtools                  [INFO   ]  Found 12 stats reports
[2025-02-18 22:05:12,251] multiqc.modules.mosdepth.mosdepth                  [DEBUG  ]  Trying to include these contigs in mosdepth: chr*
[2025-02-18 22:05:12,251] multiqc.modules.mosdepth.mosdepth                  [DEBUG  ]  Excluding these contigs from mosdepth: *_alt, *_decoy, *_random, chrUn*, HLA*, chrM, chrEBV
[2025-02-18 22:05:20,295] multiqc.modules.mosdepth.mosdepth                  [INFO   ]  Found reports for 12 samples
[2025-02-18 22:05:20,298] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file mosdepth_cumcov_dist.txt
[2025-02-18 22:05:20,305] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file mosdepth_cov_dist.txt
[2025-02-18 22:05:20,312] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file mosdepth_perchrom.txt
[2025-02-18 22:05:20,319] multiqc.modules.mosdepth.mosdepth                  [DEBUG  ]  Using default coverage thresholds: 1, 5, 10, 30, 50
[2025-02-18 22:05:20,343] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file multiqc_bcftools_stats.txt
[2025-02-18 22:05:20,545] multiqc.modules.bcftools.bcftools                  [INFO   ]  Found 12 stats reports
[2025-02-18 22:05:20,872] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file vcftools_tstv_by_count.txt
[2025-02-18 22:05:20,876] multiqc.modules.vcftools.vcftools                  [INFO   ]  Found 12 TsTv.count reports
[2025-02-18 22:05:21,665] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file vcftools_tstv_by_qual.txt
[2025-02-18 22:05:21,703] multiqc.modules.vcftools.vcftools                  [INFO   ]  Found 12 TsTv.qual reports
[2025-02-18 22:05:21,705] multiqc                                            [DEBUG  ]  No samples found: snpeff
[2025-02-18 22:05:21,705] multiqc.utils.software_versions                    [DEBUG  ]  Reading software versions from config.software_versions
[2025-02-18 22:05:21,705] multiqc.utils.software_versions                    [DEBUG  ]  Reading software versions settings from: xplus_sns/outdir/pipeline_info/nf_core_sarek_software_mqc_versions.yml
[2025-02-18 22:05:21,729] multiqc.utils.software_versions                    [DEBUG  ]  Reading software versions settings from: aviti_ngi/outdir/pipeline_info/nf_core_sarek_software_mqc_versions.yml
[2025-02-18 22:05:21,765] multiqc.utils.software_versions                    [DEBUG  ]  Reading software versions settings from: aviti_hq/outdir/pipeline_info/nf_core_sarek_software_mqc_versions.yml
[2025-02-18 22:05:21,792] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file multiqc_software_versions.txt
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'FastP (Read preprocessing)'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'FastP (Read preprocessing)'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'FastP (Read preprocessing)'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'GATK4 MarkDuplicates'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'GATK4 MarkDuplicates'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'GATK4 MarkDuplicates'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'Samtools Flagstat'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Samtools Flagstat'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'Samtools Flagstat'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'Mosdepth'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Mosdepth'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'Mosdepth'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'Bcftools'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Bcftools'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'Bcftools'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'Vcftools'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Vcftools'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'Vcftools'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'Software Versions'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Software Versions'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'Software Versions'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'nf-core/sarek Methods Description'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'nf-core/sarek Methods Description'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'nf-core/sarek Methods Description'.
[2025-02-18 22:05:21,792] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-methods-description' not found for module 'nf-core/sarek Workflow Summary'.
[2025-02-18 22:05:21,793] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'nf-core/sarek Workflow Summary'.
[2025-02-18 22:05:21,793] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-sarek-summary' not found for module 'nf-core/sarek Workflow Summary'.
[2025-02-18 22:05:21,871] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file multiqc_general_stats.txt
[2025-02-18 22:05:21,872] multiqc                                            [DEBUG  ]  Compressing plot data
[2025-02-18 22:05:26,100] multiqc.utils.util_functions                       [DEBUG  ]  Wrote data file multiqc_data.json
[2025-02-18 22:05:26,107] multiqc                                            [INFO   ]  Report      : multiqc/250218/multiqc_report.html
[2025-02-18 22:05:26,107] multiqc                                            [INFO   ]  Data        : multiqc/250218/multiqc_data
[2025-02-18 22:05:26,107] multiqc                                            [DEBUG  ]  Moving data file from '/scratch/tmpt5dyk7qe/multiqc_data' to '/vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/analysis/nfcore_sarek_rerun/multiqc/250218/multiqc_data'
[2025-02-18 22:05:26,191] multiqc                                            [DEBUG  ]  Full report path: /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/analysis/nfcore_sarek_rerun/multiqc/250218/multiqc_report.html
